flight_number,scheduled_departure_date_local,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,ground_time_outlier,departure_delay,arrival_delay,is_delayed,carrier_express,ground_time_pressure,total_pax,lap_child_count,is_child,pax_load_ratio,child_ratio,transfer_ratio,special_req_count,departure_delay_norm,arrival_delay_norm,total_seats_norm,scheduled_ground_time_minutes_norm,actual_ground_time_minutes_norm,minimum_turn_minutes_norm,ground_time_pressure_norm,total_pax_norm,lap_child_count_norm,pax_load_ratio_norm,child_ratio_norm,transfer_ratio_norm,special_req_count_norm,difficulty_score,ground_time_gap,daily_rank,difficulty_class
1381,2025-08-01,DCA,2025-08-01 09:00:00+00:00,2025-08-01 11:59:00+00:00,2025-08-01 09:01:00+00:00,2025-08-01 11:53:00+00:00,150,A320-200,66.0,46,46,False,1.0,-6.0,1,0,0.696969696969697,147,0,4,0.98,0.027210884353741496,0.42592592592592593,21,0.021276595744680854,0.05660377358490566,0.10084033613445376,0.37198795180722893,0.001350297065354378,0.0267857142857143,0.3484848484848485,0.26346153846153847,0.0,0.49604406172137955,0.19361590790162217,0.42592592592592593,0.0861244019138756,0.13855208581741515,20.0,266.0,Easy
1599,2025-08-09,DEN,2025-08-09 08:45:00+00:00,2025-08-09 10:35:00+00:00,2025-08-09 08:40:00+00:00,2025-08-09 10:24:00+00:00,364,B777-2HD,186.0,133,93,False,-5.0,-11.0,0,0,0.5,510,3,35,1.401098901098901,0.07450980392156863,0.16370106761565836,93,0.014184397163120569,0.05070754716981132,0.9999999999999999,0.7334337349397592,0.003960871391706176,0.4464285714285714,0.25,0.9615384615384616,0.42857142857142855,0.7279733423895682,0.5301659125188537,0.16370106761565836,0.43062200956937796,0.1760974482352613,53.0,215.0,Easy
622,2025-08-03,DEN,2025-08-03 13:04:00+00:00,2025-08-03 14:46:00+00:00,2025-08-03 13:08:00+00:00,2025-08-03 14:40:00+00:00,364,B777-2HD,99.0,109,87,False,4.0,-6.0,1,0,0.8787878787878788,434,3,19,1.1923076923076923,0.05069124423963134,0.16974169741697417,113,0.024822695035460994,0.05660377358490566,0.9999999999999999,0.4713855421686747,0.0032407129568505074,0.3928571428571428,0.4393939393939394,0.8153846153846154,0.42857142857142855,0.6129770915363432,0.3606876993973768,0.16974169741697417,0.5263157894736842,0.2233587385548335,-10.0,68.0,Difficult
1785,2025-08-12,EWR,2025-08-12 16:46:00+00:00,2025-08-12 20:20:00+00:00,2025-08-12 16:59:00+00:00,2025-08-12 21:25:00+00:00,179,B737-MAX9,111.0,113,56,False,13.0,65.0,1,0,0.5045045045045045,196,2,4,1.094972067039106,0.030612244897959183,0.25161290322580643,56,0.03546099290780142,0.1403301886792453,0.2226890756302521,0.5075301204819277,0.0033607393626597856,0.1160714285714286,0.25225225225225223,0.3576923076923077,0.2857142857142857,0.5593674015252322,0.21781789638932494,0.25161290322580643,0.2535885167464115,0.14911715654608068,-2.0,249.0,Easy
1859,2025-08-15,SNA,2025-08-15 16:50:00+00:00,2025-08-15 19:18:00+00:00,2025-08-15 16:58:00+00:00,2025-08-15 19:44:00+00:00,126,B737-700,65.0,91,43,False,8.0,26.0,1,0,0.6615384615384615,144,2,7,1.1428571428571428,0.0625,0.5,50,0.02955082742316785,0.09433962264150944,0.0,0.36897590361445787,0.002700594130708756,0.0,0.33076923076923076,0.2576923076923077,0.2857142857142857,0.5857411373868951,0.44471153846153844,0.5,0.22488038277511962,0.18492011410745324,-26.0,191.0,Medium
1708,2025-08-09,CLE,2025-08-09 19:52:00+00:00,2025-08-09 22:17:00+00:00,2025-08-09 20:03:00+00:00,2025-08-09 22:23:00+00:00,126,B737-700,96.0,73,43,False,11.0,6.0,1,0,0.4479166666666667,131,0,8,1.0396825396825398,0.061068702290076333,0.7777777777777778,48,0.03309692671394799,0.07075471698113207,0.0,0.46234939759036153,0.002160475304567005,0.0,0.22395833333333334,0.2326923076923077,0.0,0.5289155046553308,0.43452730475631235,0.7777777777777778,0.21531100478468898,0.19853370503537698,23.0,173.0,Medium
2201,2025-08-01,MCO,2025-08-01 14:01:00+00:00,2025-08-01 18:00:00+00:00,2025-08-01 13:57:00+00:00,2025-08-01 17:32:00+00:00,179,B737-900,76.0,94,56,False,-4.0,-28.0,0,0,0.7368421052631579,261,1,22,1.458100558659218,0.08812260536398467,0.20422535211267606,101,0.015366430260047283,0.030660377358490566,0.2226890756302521,0.40210843373493976,0.002790613935065715,0.1160714285714286,0.3684210526315789,0.4826923076923077,0.14285714285714285,0.7593682318095094,0.6270262304745062,0.20422535211267606,0.4688995215311004,0.2091994406114679,-18.0,141.0,Medium
980,2025-08-02,DUB,2025-08-02 20:15:00+00:00,2025-08-03 09:45:00+00:00,2025-08-02 21:13:00+00:00,2025-08-03 10:59:00+00:00,243,B787-8,135.0,218,150,False,58.0,74.0,1,0,1.1111111111111112,309,2,16,1.271604938271605,0.05825242718446602,0.56,47,0.08865248226950355,0.1509433962264151,0.4915966386554621,0.5798192771084337,0.006511432515153334,0.9553571428571428,0.5555555555555556,0.575,0.2857142857142857,0.6566517560091892,0.41448842419716203,0.56,0.21052631578947367,0.2507233420632702,-83.0,49.0,Difficult
310,2025-08-04,MCI,2025-08-04 15:53:00+00:00,2025-08-04 17:31:00+00:00,2025-08-04 15:57:00+00:00,2025-08-04 17:27:00+00:00,126,A319-100,70.0,81,43,False,4.0,-4.0,1,0,0.6142857142857143,134,0,3,1.0634920634920635,0.022388059701492536,0.5,119,0.024822695035460994,0.0589622641509434,0.0,0.38403614457831325,0.002400528116185561,0.0,0.30714285714285716,0.2384615384615385,0.0,0.5420291122087686,0.15929965556831227,0.5,0.5550239234449761,0.2402802570220003,-11.0,47.0,Difficult
563,2025-08-04,EWR,2025-08-04 07:10:00+00:00,2025-08-04 10:28:00+00:00,2025-08-04 07:13:00+00:00,2025-08-04 10:10:00+00:00,200,A321-2NX,274.5,499,62,True,3.0,-18.0,1,0,0.22586520947176686,199,0,1,0.995,0.005025125628140704,0.08196721311475409,49,0.02364066193853428,0.04245283018867925,0.31092436974789917,1.0,0.014943287523255118,0.1696428571428571,0.11293260473588343,0.3634615384615385,0.0,0.5043056344800455,0.03575570158484731,0.08196721311475409,0.22009569377990432,0.09203466671171921,-224.5,289.0,Easy
1129,2025-08-05,BOS,2025-08-05 20:05:00+00:00,2025-08-05 23:32:00+00:00,2025-08-05 20:01:00+00:00,2025-08-05 23:36:00+00:00,166,B737-MAX8,105.0,97,51,False,-4.0,4.0,0,0,0.4857142857142857,92,1,2,0.5542168674698795,0.03260869565217391,0.3333333333333333,23,0.015366430260047283,0.06839622641509434,0.16806722689075626,0.4894578313253012,0.0028806337394226733,0.07142857142857145,0.24285714285714285,0.1576923076923077,0.14285714285714285,0.2615348398006942,0.23202341137123744,0.3333333333333333,0.09569377990430622,0.10935721577925515,8.0,275.0,Easy
1708,2025-08-10,CLE,2025-08-10 19:35:00+00:00,2025-08-10 22:00:00+00:00,2025-08-10 20:01:00+00:00,2025-08-10 22:30:00+00:00,126,B737-700,54.0,43,43,False,26.0,30.0,1,0,0.7962962962962963,141,0,6,1.119047619047619,0.0425531914893617,0.6417910447761194,48,0.050827423167848704,0.09905660377358491,0.0,0.3358433734939759,0.0012602772609974194,0.0,0.39814814814814814,0.25192307692307697,0.0,0.5726275298334572,0.3027823240589198,0.6417910447761194,0.21531100478468898,0.21502349217290087,11.0,117.0,Medium
1361,2025-08-03,STL,2025-08-03 21:20:00+00:00,2025-08-03 22:45:00+00:00,2025-08-03 21:41:00+00:00,2025-08-03 22:56:00+00:00,126,A319-100,57.0,72,43,False,21.0,11.0,1,0,0.7543859649122807,127,0,4,1.007936507936508,0.031496062992125984,0.8571428571428571,48,0.04491725768321513,0.07665094339622641,0.0,0.34487951807228917,0.0021304687031146853,0.0,0.37719298245614036,0.22500000000000003,0.0,0.5114306945840801,0.22410660205935795,0.8571428571428571,0.21531100478468898,0.22974744588187473,-15.0,58.0,Difficult
1779,2025-08-15,BOS,2025-08-15 21:32:00+00:00,2025-08-16 00:59:00+00:00,2025-08-15 22:18:00+00:00,2025-08-16 01:35:00+00:00,179,B737-900,67.0,46,56,False,46.0,36.0,1,0,0.835820895522388,95,0,2,0.5307262569832403,0.021052631578947368,0.717948717948718,46,0.07446808510638298,0.10613207547169812,0.2226890756302521,0.375,0.001350297065354378,0.1160714285714286,0.417910447761194,0.1634615384615385,0.0,0.24859688062197083,0.14979757085020243,0.717948717948718,0.20574162679425836,0.22692719155804902,21.0,88.0,Difficult
1677,2025-08-10,BOS,2025-08-10 15:58:00+00:00,2025-08-10 19:28:00+00:00,2025-08-10 16:29:00+00:00,2025-08-10 20:00:00+00:00,166,B737-800,63.0,68,51,False,31.0,32.0,1,0,0.8095238095238095,170,0,2,1.0240963855421688,0.011764705882352941,0.1724137931034483,33,0.05673758865248227,0.10141509433962265,0.16806722689075626,0.3629518072289157,0.0020104422973054076,0.07142857142857145,0.40476190476190477,0.3076923076923077,0.0,0.5203310948914336,0.083710407239819,0.1724137931034483,0.14354066985645933,0.14608178308727077,-5.0,256.0,Easy
1612,2025-08-15,MEM,2025-08-15 20:00:00+00:00,2025-08-15 22:00:00+00:00,2025-08-15 21:41:00+00:00,2025-08-15 23:32:00+00:00,126,A319-100,-11.0,40,43,False,101.0,92.0,1,0,0.0,56,0,0,0.4444444444444444,0.0,0.9230769230769231,92,0.13947990543735223,0.1721698113207547,0.0,0.14006024096385544,0.001170257456640461,0.0,0.0,0.08846153846153847,0.0,0.20107531581938187,0.0,0.9230769230769231,0.4258373205741626,0.2626095887752584,-51.0,37.0,Difficult
2059,2025-08-09,PDX,2025-08-09 19:55:00+00:00,2025-08-09 22:29:00+00:00,2025-08-09 21:09:00+00:00,2025-08-09 23:18:00+00:00,179,B737-MAX9,62.0,66,56,False,74.0,49.0,1,0,0.9032258064516129,203,0,8,1.1340782122905029,0.03940886699507389,0.8596491228070176,72,0.10756501182033097,0.1214622641509434,0.2226890756302521,0.3599397590361446,0.0019504290944007683,0.1160714285714286,0.45161290322580644,0.37115384615384617,0.0,0.5809059524789236,0.2804092459264873,0.8596491228070176,0.3301435406698564,0.2983503061545043,-4.0,28.0,Difficult
576,2025-08-12,LAX,2025-08-12 15:35:00+00:00,2025-08-12 18:06:00+00:00,2025-08-12 15:39:00+00:00,2025-08-12 18:01:00+00:00,200,A321-2NX,72.0,103,62,False,4.0,-5.0,1,0,0.8611111111111112,212,1,10,1.06,0.05188679245283019,0.40789473684210525,102,0.024822695035460994,0.05778301886792453,0.31092436974789917,0.39006024096385544,0.00306067334813659,0.1696428571428571,0.4305555555555556,0.38846153846153847,0.14285714285714285,0.540105783100931,0.36919448476052247,0.40789473684210525,0.47368421052631576,0.2362663619615597,-31.0,116.0,Medium
359,2025-08-13,MEX,2025-08-13 09:16:00+00:00,2025-08-13 12:45:00+00:00,2025-08-13 09:16:00+00:00,2025-08-13 12:37:00+00:00,150,A320-200,115.0,124,60,False,0.0,-8.0,0,0,0.5217391304347826,156,2,6,1.04,0.05128205128205128,0.2,139,0.02009456264775414,0.054245283018867926,0.10084033613445376,0.5195783132530121,0.0036908119786353,0.1517857142857143,0.2608695652173913,0.2807692307692308,0.2857142857142857,0.5290903527560432,0.36489151873767256,0.2,0.6507177033492824,0.223230574317604,-9.0,97.0,Difficult
2211,2025-08-15,SEA,2025-08-15 19:59:00+00:00,2025-08-15 22:42:00+00:00,2025-08-15 20:22:00+00:00,2025-08-16 00:04:00+00:00,166,B737-MAX8,99.0,105,51,False,23.0,82.0,1,0,0.5151515151515151,190,1,7,1.144578313253012,0.042105263157894736,0.7709923664122137,87,0.04728132387706856,0.16037735849056603,0.16806722689075626,0.4713855421686747,0.0031206865510412293,0.07142857142857145,0.25757575757575757,0.3461538461538462,0.14285714285714285,0.5866891090172641,0.29959514170040485,0.7709923664122137,0.4019138755980861,0.24621816636655555,-6.0,57.0,Difficult
2481,2025-08-12,SYR,2025-08-12 18:20:00+00:00,2025-08-12 21:16:00+00:00,2025-08-13 01:44:00+00:00,2025-08-13 04:32:00+00:00,150,A320-200,75.0,127,46,False,444.0,436.0,1,0,0.6133333333333333,124,0,3,0.8266666666666667,0.024193548387096774,0.8850574712643678,66,0.5449172576832151,0.5778301886792452,0.10084033613445376,0.3990963855421687,0.003780831782992259,0.0267857142857143,0.30666666666666664,0.21923076923076923,0.0,0.4115924290772391,0.17214640198511164,0.8850574712643678,0.30143540669856456,0.4854319101326227,-52.0,3.0,Difficult
1803,2025-08-11,DEN,2025-08-11 10:44:00+00:00,2025-08-11 12:32:00+00:00,2025-08-11 10:43:00+00:00,2025-08-11 12:26:00+00:00,200,A321-2NX,66.0,89,62,False,-1.0,-6.0,0,0,0.9393939393939394,231,2,9,1.155,0.047619047619047616,0.24390243902439024,64,0.018912529550827423,0.05660377358490566,0.31092436974789917,0.37198795180722893,0.0026405809278041174,0.1696428571428571,0.4696969696969697,0.42500000000000004,0.2857142857142857,0.5924290772391485,0.3388278388278388,0.24390243902439024,0.29186602870813394,0.18310822578906688,-23.0,175.0,Medium
1793,2025-08-14,MSP,2025-08-14 08:50:00+00:00,2025-08-14 10:31:00+00:00,2025-08-14 08:46:00+00:00,2025-08-14 10:10:00+00:00,126,A319-100,68.0,59,43,False,-4.0,-21.0,0,0,0.6323529411764706,133,0,3,1.0555555555555556,0.022556390977443608,0.2597402597402597,38,0.015366430260047283,0.03891509433962265,0.0,0.3780120481927711,0.0017403828842345317,0.0,0.3161764705882353,0.2365384615384616,0.0,0.537657909690956,0.16049739733950258,0.2597402597402597,0.1674641148325359,0.1295364087767601,9.0,273.0,Easy
3,2025-08-02,ZRH,2025-08-02 15:55:00+00:00,2025-08-03 07:45:00+00:00,2025-08-02 15:59:00+00:00,2025-08-03 07:08:00+00:00,167,B767-300,185.0,204,145,False,4.0,-37.0,1,0,0.7837837837837838,183,0,8,1.095808383233533,0.04371584699453552,0.5431472081218274,57,0.024822695035460994,0.020047169811320757,0.17226890756302515,0.730421686746988,0.006091340094820861,0.9107142857142856,0.3918918918918919,0.33269230769230773,0.0,0.5598280206645327,0.3110550651534258,0.5431472081218274,0.25837320574162675,0.19940157257010727,-19.0,151.0,Medium
2005,2025-08-10,TYS,2025-08-10 19:50:00+00:00,2025-08-10 22:35:00+00:00,2025-08-10 20:50:00+00:00,2025-08-10 23:41:00+00:00,150,A320-200,55.0,75,46,False,60.0,66.0,1,0,0.8363636363636363,117,0,2,0.78,0.017094017094017096,0.7818181818181819,54,0.09101654846335697,0.14150943396226415,0.10084033613445376,0.338855421686747,0.002220488507471644,0.0267857142857143,0.41818181818181815,0.20576923076923076,0.0,0.3858897582725007,0.12163050624589086,0.7818181818181819,0.24401913875598089,0.2516739332078057,-20.0,46.0,Difficult
1974,2025-08-08,PWM,2025-08-08 18:30:00+00:00,2025-08-08 22:01:00+00:00,2025-08-08 18:27:00+00:00,2025-08-08 21:59:00+00:00,126,B737-700,103.0,116,43,False,-3.0,-2.0,0,0,0.4174757281553398,160,2,10,1.2698412698412698,0.075,0.6075949367088608,93,0.016548463356974,0.06132075471698113,0.0,0.48343373493975905,0.003450759167016744,0.0,0.2087378640776699,0.2884615384615385,0.2857142857142857,0.6556803776718975,0.5336538461538461,0.6075949367088608,0.43062200956937796,0.21894144743791172,-13.0,104.0,Medium
1583,2025-08-13,BWI,2025-08-13 18:35:00+00:00,2025-08-13 21:42:00+00:00,2025-08-13 18:44:00+00:00,2025-08-13 21:33:00+00:00,179,B737-900,85.0,108,56,False,9.0,-9.0,1,0,0.6588235294117647,198,0,4,1.106145251396648,0.020202020202020204,0.7647058823529411,58,0.030732860520094565,0.05306603773584906,0.2226890756302521,0.4292168674698795,0.003210706355398188,0.1160714285714286,0.32941176470588235,0.3615384615384616,0.0,0.565521273226287,0.14374514374514374,0.7647058823529411,0.2631578947368421,0.21450943843366838,-23.0,112.0,Medium
466,2025-08-14,DCA,2025-08-14 10:00:00+00:00,2025-08-14 12:58:00+00:00,2025-08-14 09:54:00+00:00,2025-08-14 12:37:00+00:00,126,A319-100,121.0,105,51,False,-6.0,-21.0,0,0,0.4214876033057851,100,1,7,0.7936507936507936,0.08,0.0,22,0.013002364066193855,0.03891509433962265,0.0,0.5376506024096386,0.0031206865510412293,0.07142857142857145,0.21074380165289255,0.17307692307692307,0.14285714285714285,0.39340822660313846,0.5692307692307692,0.0,0.09090909090909091,0.0764996629833092,16.0,304.0,Easy
1756,2025-08-07,YYZ,2025-08-07 21:14:00+00:00,2025-08-07 23:58:00+00:00,2025-08-07 21:28:00+00:00,2025-08-08 00:01:00+00:00,166,B737-800,74.0,102,65,False,14.0,3.0,1,0,0.8783783783783784,112,0,1,0.6746987951807228,0.008928571428571428,0.23404255319148937,29,0.03664302600472813,0.06721698113207547,0.16806722689075626,0.39608433734939763,0.003030666746684271,0.1964285714285714,0.4391891891891892,0.19615384615384618,0.0,0.3278928539265248,0.06353021978021978,0.23404255319148937,0.1244019138755981,0.14027970623471572,-28.0,254.0,Easy
2683,2025-08-07,SAN,2025-08-07 14:06:00+00:00,2025-08-07 16:28:00+00:00,2025-08-07 15:03:00+00:00,2025-08-07 17:16:00+00:00,166,B737-800,15.0,57,51,False,57.0,48.0,1,0,2.0,206,1,10,1.2409638554216869,0.05339805825242718,0.32231404958677684,69,0.08747044917257683,0.12028301886792453,0.16806722689075626,0.21837349397590364,0.0016803696813298926,0.07142857142857145,1.0,0.37692307692307697,0.14285714285714285,0.6397755203179287,0.37994772218073186,0.32231404958677684,0.3157894736842105,0.3092554593261515,-42.0,16.0,Difficult
2004,2025-08-15,SYR,2025-08-15 13:45:00+00:00,2025-08-15 16:44:00+00:00,2025-08-15 14:00:00+00:00,2025-08-15 17:27:00+00:00,150,A320-200,63.0,89,46,False,15.0,43.0,1,0,0.7301587301587301,162,0,5,1.08,0.030864197530864196,0.5490196078431373,49,0.037825059101654845,0.11438679245283018,0.10084033613445376,0.3629518072289157,0.0026405809278041174,0.0267857142857143,0.36507936507936506,0.2923076923076923,0.0,0.551121213445819,0.21961063627730293,0.5490196078431373,0.22009569377990432,0.19218468053989363,-26.0,170.0,Medium
2865,2025-08-11,LGA,2025-08-11 18:30:00+00:00,2025-08-11 21:54:00+00:00,2025-08-11 18:30:00+00:00,2025-08-11 22:07:00+00:00,166,B737-800,94.0,112,51,False,0.0,13.0,0,0,0.5425531914893617,149,0,0,0.8975903614457831,0.0,0.45454545454545453,94,0.02009456264775414,0.07900943396226415,0.16806722689075626,0.4563253012048193,0.003330732761207466,0.07142857142857145,0.2712765957446808,0.26730769230769236,0.0,0.4506551800593114,0.0,0.45454545454545453,0.43540669856459324,0.19731805457837173,-18.0,144.0,Medium
2649,2025-08-01,EWR,2025-08-01 14:27:00+00:00,2025-08-01 18:01:00+00:00,2025-08-01 14:24:00+00:00,2025-08-01 17:58:00+00:00,176,B757-200,162.0,184,64,False,-3.0,-3.0,0,0,0.3950617283950617,214,1,10,1.2159090909090908,0.0514018691588785,0.21428571428571427,65,0.016548463356974,0.060141509433962265,0.2100840336134453,0.661144578313253,0.005491208065774471,0.1875,0.19753086419753085,0.39230769230769236,0.14285714285714285,0.6259760696531251,0.36574406901509704,0.21428571428571427,0.2966507177033493,0.14148948307562959,-22.0,261.0,Easy
1658,2025-08-10,EWR,2025-08-10 06:00:00+00:00,2025-08-10 09:13:00+00:00,2025-08-10 05:57:00+00:00,2025-08-10 09:03:00+00:00,179,B737-900,69.0,74,62,False,-3.0,-10.0,0,0,0.8985507246376812,199,0,5,1.111731843575419,0.02512562814070352,0.15454545454545454,37,0.016548463356974,0.05188679245283019,0.2226890756302521,0.3810240963855422,0.0021904819060193244,0.1696428571428571,0.4492753623188406,0.3634615384615385,0.0,0.5685982090768142,0.17877850792423658,0.15454545454545454,0.16267942583732056,0.13780269585934818,-5.0,263.0,Easy
1306,2025-08-04,TPA,2025-08-04 07:30:00+00:00,2025-08-04 11:21:00+00:00,2025-08-04 07:25:00+00:00,2025-08-04 11:10:00+00:00,179,B737-MAX9,274.5,481,56,True,-5.0,-11.0,0,0,0.2040072859744991,206,1,10,1.1508379888268156,0.05339805825242718,0.1875,58,0.014184397163120569,0.05070754716981132,0.2226890756302521,1.0,0.014403168697113366,0.1160714285714286,0.10200364298724955,0.37692307692307697,0.14285714285714285,0.5901367600305056,0.37994772218073186,0.1875,0.2631578947368421,0.11632939243515378,-206.5,278.0,Easy
763,2025-08-09,PWM,2025-08-09 10:58:00+00:00,2025-08-09 14:24:00+00:00,2025-08-09 10:57:00+00:00,2025-08-09 14:25:00+00:00,166,B737-800,79.0,107,51,False,-1.0,1.0,0,0,0.6455696202531646,216,2,16,1.3012048192771084,0.08333333333333333,0.27450980392156865,44,0.018912529550827423,0.06485849056603774,0.16806722689075626,0.411144578313253,0.0031806997539458684,0.07142857142857145,0.3227848101265823,0.3961538461538462,0.2857142857142857,0.6729545273808439,0.5929487179487178,0.27450980392156865,0.19617224880382775,0.1528539571674586,-28.0,238.0,Easy
777,2025-08-04,LAS,2025-08-04 19:49:00+00:00,2025-08-04 21:52:00+00:00,2025-08-04 23:36:00+00:00,2025-08-05 01:38:00+00:00,179,B737-900,-57.5,54,56,True,227.0,226.0,1,0,0.0,199,0,7,1.111731843575419,0.035175879396984924,0.4899328859060403,66,0.2884160756501182,0.330188679245283,0.2226890756302521,0.0,0.0015903498769729342,0.1160714285714286,0.0,0.3634615384615385,0.0,0.5685982090768142,0.25028991109393117,0.4899328859060403,0.30143540669856456,0.27504208567435084,-111.5,17.0,Difficult
2661,2025-08-10,LGA,2025-08-10 10:00:00+00:00,2025-08-10 13:18:00+00:00,2025-08-10 09:55:00+00:00,2025-08-10 13:10:00+00:00,166,B737-800,63.0,76,51,False,-5.0,-8.0,0,0,0.8095238095238095,190,0,8,1.144578313253012,0.042105263157894736,0.04225352112676056,31,0.014184397163120569,0.054245283018867926,0.16806722689075626,0.3629518072289157,0.0022504951089239635,0.07142857142857145,0.40476190476190477,0.3461538461538462,0.0,0.5866891090172641,0.29959514170040485,0.04225352112676056,0.1339712918660287,0.1151754746863546,-13.0,285.0,Easy
247,2025-08-14,OMA,2025-08-14 12:45:00+00:00,2025-08-14 14:22:00+00:00,2025-08-14 12:42:00+00:00,2025-08-14 14:13:00+00:00,150,A320-200,181.0,185,46,False,-3.0,-9.0,0,0,0.2541436464088398,141,0,8,0.94,0.05673758865248227,0.7285714285714285,83,0.016548463356974,0.05306603773584906,0.10084033613445376,0.7183734939759037,0.00552121466722679,0.0267857142857143,0.1270718232044199,0.25192307692307697,0.0,0.47401320103160377,0.403709765411893,0.7285714285714285,0.3827751196172248,0.20423256301963263,-4.0,137.0,Medium
617,2025-08-02,CLT,2025-08-02 18:35:00+00:00,2025-08-02 21:45:00+00:00,2025-08-02 18:33:00+00:00,2025-08-02 21:33:00+00:00,166,B737-MAX8,85.0,82,51,False,-2.0,-12.0,0,0,0.6,167,1,7,1.0060240963855422,0.04790419161676647,0.8771929824561403,94,0.01773049645390071,0.049528301886792456,0.16806722689075626,0.4292168674698795,0.002430534717637881,0.07142857142857145,0.3,0.30192307692307696,0.14285714285714285,0.510377392772559,0.3408567480423768,0.8771929824561403,0.43540669856459324,0.2561767756663833,3.0,39.0,Difficult
2427,2025-08-04,CVG,2025-08-04 18:10:00+00:00,2025-08-04 20:34:00+00:00,2025-08-04 18:19:00+00:00,2025-08-04 20:33:00+00:00,126,B737-700,71.0,47,43,False,9.0,-1.0,1,0,0.6056338028169014,147,1,5,1.1666666666666667,0.04081632653061224,0.5888888888888889,57,0.030732860520094565,0.0625,0.0,0.3870481927710844,0.0013803036668066976,0.0,0.3028169014084507,0.26346153846153847,0.14285714285714285,0.5988547449403331,0.29042386185243324,0.5888888888888889,0.25837320574162675,0.19456436748478473,24.0,129.0,Medium
1306,2025-08-08,TPA,2025-08-08 07:30:00+00:00,2025-08-08 11:21:00+00:00,2025-08-08 07:22:00+00:00,2025-08-08 11:21:00+00:00,179,B737-MAX9,98.0,115,62,False,-8.0,0.0,0,0,0.6326530612244898,220,0,9,1.229050279329609,0.04090909090909091,0.18947368421052632,58,0.010638297872340427,0.06367924528301887,0.2226890756302521,0.46837349397590367,0.0034207525655644247,0.1696428571428571,0.3163265306122449,0.4038461538461539,0.0,0.6332138619378884,0.29108391608391604,0.18947368421052632,0.2631578947368421,0.14429220771699897,-17.0,252.0,Easy
312,2025-08-05,CHS,2025-08-05 18:15:00+00:00,2025-08-05 21:33:00+00:00,2025-08-05 18:15:00+00:00,2025-08-05 21:37:00+00:00,150,A320-200,65.0,55,46,False,0.0,4.0,0,0,0.7076923076923077,196,2,13,1.3066666666666666,0.07653061224489796,0.6464646464646465,34,0.02009456264775414,0.06839622641509434,0.10084033613445376,0.36897590361445787,0.0016203564784252535,0.0267857142857143,0.35384615384615387,0.3576923076923077,0.2857142857142857,0.6759627573545482,0.5445447409733124,0.6464646464646465,0.14832535885167464,0.1876064842468172,10.0,158.0,Medium
1834,2025-08-11,TPA,2025-08-11 11:12:00+00:00,2025-08-11 15:02:00+00:00,2025-08-11 11:16:00+00:00,2025-08-11 14:56:00+00:00,166,B737-800,77.0,78,60,False,4.0,-6.0,1,0,0.7792207792207793,181,1,4,1.0903614457831325,0.027624309392265192,0.248,97,0.024822695035460994,0.05660377358490566,0.16806722689075626,0.4051204819277109,0.0023105083118286026,0.1517857142857143,0.38961038961038963,0.3288461538461539,0.14285714285714285,0.5568280026606404,0.19655758606034848,0.248,0.4497607655502392,0.2037431077874527,-1.0,122.0,Medium
556,2025-08-13,CLT,2025-08-13 07:00:00+00:00,2025-08-13 10:12:00+00:00,2025-08-13 06:50:00+00:00,2025-08-13 09:46:00+00:00,179,B737-900,150.0,169,62,False,-10.0,-26.0,0,0,0.41333333333333333,140,1,6,0.7821229050279329,0.05,0.5060240963855421,28,0.008274231678487,0.0330188679245283,0.2226890756302521,0.625,0.0050411090439896784,0.1696428571428571,0.20666666666666667,0.25000000000000006,0.14285714285714285,0.3870589938957011,0.3557692307692308,0.5060240963855421,0.11961722488038279,0.12966546658804035,-19.0,267.0,Easy
1377,2025-08-06,MYR,2025-08-06 11:20:00+00:00,2025-08-06 14:35:00+00:00,2025-08-06 11:16:00+00:00,2025-08-06 14:18:00+00:00,126,B737-700,100.0,121,43,False,-4.0,-17.0,0,0,0.43,176,2,13,1.3968253968253967,0.08522727272727272,0.32926829268292684,69,0.015366430260047283,0.04363207547169812,0.0,0.4743975903614458,0.0036007921742783416,0.0,0.215,0.31923076923076926,0.2857142857142857,0.7256196179568999,0.6064248251748251,0.32926829268292684,0.3157894736842105,0.16766992570163564,-21.0,199.0,Medium
533,2025-08-01,OMA,2025-08-01 20:13:00+00:00,2025-08-01 21:52:00+00:00,2025-08-01 20:19:00+00:00,2025-08-01 22:02:00+00:00,150,A320-200,78.0,67,46,False,6.0,10.0,1,0,0.5897435897435898,160,2,6,1.0666666666666667,0.05,0.8522727272727273,74,0.027186761229314422,0.07547169811320754,0.10084033613445376,0.40813253012048195,0.001980435695853088,0.0267857142857143,0.2948717948717949,0.2884615384615385,0.2857142857142857,0.5437775932158937,0.3557692307692308,0.8522727272727273,0.339712918660287,0.2383050880306691,11.0,61.0,Difficult
